=== ss snapshots started at 2025-10-02T15:17:50Z ===
Command: ss -tan state time-wait
Interval: 10s


--- 2025-10-02T15:17:50Z ---
Recv-Q Send-Q Local Address:Port  Peer Address:Port Process
0      0          10.42.0.1:54930  10.42.0.245:8181        
0      0          10.42.0.1:40358  10.42.0.244:10254       
0      0          10.42.0.1:59094  10.42.0.244:10254       
0      0          10.42.0.1:45868  10.42.0.250:10250       
0      0          10.42.0.1:59946  10.42.0.246:7472        
0      0          10.42.0.1:34994  10.42.0.246:7472        
0      0          10.42.0.1:55358  10.42.0.248:8080        
=== ss snapshots started at 2025-10-02T15:40:18Z ===
Command: ss -tan state time-wait
Interval: 10s


--- 2025-10-02T15:40:18Z ---
Recv-Q Send-Q Local Address:Port  Peer Address:Port Process
0      0          10.42.0.1:48276  10.42.0.248:8080        
0      0          10.42.0.1:47706  10.42.0.245:8181        
0      0          10.42.0.1:44870  10.42.0.248:8080        
0      0          10.42.0.1:58764  10.42.0.250:10250       
0      0          10.42.0.1:54556  10.42.0.248:8080        
0      0          10.42.0.1:56606  10.42.0.245:8181        
0      0          10.42.0.1:38726  10.42.0.245:8181        
0      0          10.42.0.1:35526  10.42.0.244:10254       
0      0          10.42.0.1:42120  10.42.0.248:8080        
0      0          10.42.0.1:59864  10.42.0.245:8181        
0      0          10.42.0.1:49830  10.42.0.246:7472        
0      0          10.42.0.1:56608  10.42.0.245:8181        
=== ss snapshots started at 2025-10-02T15:42:11Z ===
Command: ss -tan state time-wait
Interval: 10s


--- 2025-10-02T15:42:11Z ---
Recv-Q Send-Q Local Address:Port  Peer Address:Port Process
0      0          10.42.0.1:56782  10.42.0.245:8181        
0      0          10.42.0.1:34320  10.42.0.244:10254       
0      0          10.42.0.1:59716  10.42.0.246:7472        
0      0          10.42.0.1:56776  10.42.0.248:8080        
0      0          10.42.0.1:56798  10.42.0.245:8181        
0      0          10.42.0.1:46450  10.42.0.248:8080        
0      0          10.42.0.1:32790  10.42.0.246:7472        
0      0          10.42.0.1:56172  10.42.0.244:10254       
0      0          10.42.0.1:46458  10.42.0.248:8080        
0      0          10.42.0.1:56776  10.42.0.245:8181        
0      0          10.42.0.1:57406  10.42.0.246:7472        

--- 2025-10-02T15:42:21Z ---
Recv-Q Send-Q  Local Address:Port    Peer Address:Port Process
0      0      142.93.239.222:40404 142.93.239.222:443         
0      0      142.93.239.222:34578 142.93.239.222:443         
0      0      142.93.239.222:38056 142.93.239.222:443         
0      0      142.93.239.222:36878 142.93.239.222:443         
0      0      142.93.239.222:39030 142.93.239.222:443         
0      0      142.93.239.222:36404 142.93.239.222:443         
0      0      142.93.239.222:34590 142.93.239.222:443         
0      0      142.93.239.222:37464 142.93.239.222:443         
0      0      142.93.239.222:33364 142.93.239.222:443         
0      0      142.93.239.222:36164 142.93.239.222:443         
0      0      142.93.239.222:35092 142.93.239.222:443         
0      0      142.93.239.222:35196 142.93.239.222:443         
0      0      142.93.239.222:37822 142.93.239.222:443         
0      0      142.93.239.222:34202 142.93.239.222:443         
0      0      142.93.239.222:33354 142.93.239.222:443         
0      0      142.93.239.222:39842 142.93.239.222:443         
0      0      142.93.239.222:35118 142.93.239.222:443         
0      0      142.93.239.222:33392 142.93.239.222:443         
0      0      142.93.239.222:33748 142.93.239.222:443         
0      0      142.93.239.222:36102 142.93.239.222:443         
0      0      142.93.239.222:35966 142.93.239.222:443         
0      0      142.93.239.222:36464 142.93.239.222:443         
0      0      142.93.239.222:35122 142.93.239.222:443         
0      0      142.93.239.222:33708 142.93.239.222:443         
0      0      142.93.239.222:34642 142.93.239.222:443         
0      0      142.93.239.222:36430 142.93.239.222:443         
0      0      142.93.239.222:36426 142.93.239.222:443         
0      0      142.93.239.222:35142 142.93.239.222:443         
0      0      142.93.239.222:33998 142.93.239.222:443         
0      0           10.42.0.1:56782    10.42.0.245:8181        
0      0      142.93.239.222:36708 142.93.239.222:443         
0      0      142.93.239.222:35842 142.93.239.222:443         
0      0      142.93.239.222:39552 142.93.239.222:443         
0      0      142.93.239.222:37816 142.93.239.222:443         
0      0      142.93.239.222:35538 142.93.239.222:443         
0      0      142.93.239.222:36088 142.93.239.222:443         
0      0           10.42.0.1:34320    10.42.0.244:10254       
0      0      142.93.239.222:34532 142.93.239.222:443         
0      0      142.93.239.222:39012 142.93.239.222:443         
0      0      142.93.239.222:36926 142.93.239.222:443         
0      0      142.93.239.222:39410 142.93.239.222:443         
0      0      142.93.239.222:39402 142.93.239.222:443         
0      0      142.93.239.222:34778 142.93.239.222:443         
0      0      142.93.239.222:36154 142.93.239.222:443         
0      0      142.93.239.222:35408 142.93.239.222:443         
0      0      142.93.239.222:33886 142.93.239.222:443         
0      0      142.93.239.222:33966 142.93.239.222:443         
0      0      142.93.239.222:34096 142.93.239.222:443         
0      0      142.93.239.222:39996 142.93.239.222:443         
0      0      142.93.239.222:36084 142.93.239.222:443         
0      0      142.93.239.222:33888 142.93.239.222:443         
0      0      142.93.239.222:35444 142.93.239.222:443         
0      0      142.93.239.222:34098 142.93.239.222:443         
0      0      142.93.239.222:33786 142.93.239.222:443         
0      0      142.93.239.222:34120 142.93.239.222:443         
0      0      142.93.239.222:35314 142.93.239.222:443         
0      0      142.93.239.222:36032 142.93.239.222:443         
0      0      142.93.239.222:35296 142.93.239.222:443         
0      0      142.93.239.222:39934 142.93.239.222:443         
0      0      142.93.239.222:34756 142.93.239.222:443         
0      0      142.93.239.222:37858 142.93.239.222:443         
0      0      142.93.239.222:37514 142.93.239.222:443         
0      0      142.93.239.222:38960 142.93.239.222:443         
0      0      142.93.239.222:37158 142.93.239.222:443         
0      0      142.93.239.222:36046 142.93.239.222:443         
0      0      142.93.239.222:39786 142.93.239.222:443         
0      0      142.93.239.222:35354 142.93.239.222:443         
0      0      142.93.239.222:36364 142.93.239.222:443         
0      0      142.93.239.222:35948 142.93.239.222:443         
0      0      142.93.239.222:35996 142.93.239.222:443         
0      0      142.93.239.222:40298 142.93.239.222:443         
0      0      142.93.239.222:33650 142.93.239.222:443         
0      0      142.93.239.222:33686 142.93.239.222:443         
0      0      142.93.239.222:38938 142.93.239.222:443         
0      0      142.93.239.222:40648 142.93.239.222:443         
0      0      142.93.239.222:33838 142.93.239.222:443         
0      0      142.93.239.222:36160 142.93.239.222:443         
0      0      142.93.239.222:37180 142.93.239.222:443         
0      0      142.93.239.222:38796 142.93.239.222:443         
0      0      142.93.239.222:35426 142.93.239.222:443         
0      0      142.93.239.222:37926 142.93.239.222:443         
0      0      142.93.239.222:35856 142.93.239.222:443         
0      0      142.93.239.222:37270 142.93.239.222:443         
0      0      142.93.239.222:36880 142.93.239.222:443         
0      0      142.93.239.222:33380 142.93.239.222:443         
0      0      142.93.239.222:35632 142.93.239.222:443         
0      0           10.42.0.1:56776    10.42.0.248:8080        
0      0      142.93.239.222:36282 142.93.239.222:443         
0      0      142.93.239.222:35402 142.93.239.222:443         
0      0      142.93.239.222:35066 142.93.239.222:443         
0      0      142.93.239.222:35532 142.93.239.222:443         
0      0      142.93.239.222:37390 142.93.239.222:443         
0      0      142.93.239.222:33580 142.93.239.222:443         
0      0      142.93.239.222:33528 142.93.239.222:443         
0      0      142.93.239.222:33764 142.93.239.222:443         
0      0      142.93.239.222:33700 142.93.239.222:443         
0      0      142.93.239.222:34650 142.93.239.222:443         
0      0      142.93.239.222:33492 142.93.239.222:443         
0      0      142.93.239.222:36580 142.93.239.222:443         
0      0      142.93.239.222:35394 142.93.239.222:443         
0      0      142.93.239.222:36134 142.93.239.222:443         
0      0      142.93.239.222:33794 142.93.239.222:443         
0      0      142.93.239.222:35378 142.93.239.222:443         
0      0      142.93.239.222:37010 142.93.239.222:443         
0      0      142.93.239.222:37498 142.93.239.222:443         
0      0      142.93.239.222:41120 142.93.239.222:443         
0      0      142.93.239.222:37156 142.93.239.222:443         
0      0      142.93.239.222:33494 142.93.239.222:443         
0      0      142.93.239.222:37870 142.93.239.222:443         
0      0      142.93.239.222:33548 142.93.239.222:443         
0      0      142.93.239.222:37928 142.93.239.222:443         
0      0      142.93.239.222:33326 142.93.239.222:443         
0      0      142.93.239.222:36728 142.93.239.222:443         
0      0      142.93.239.222:35424 142.93.239.222:443         
0      0      142.93.239.222:37042 142.93.239.222:443         
0      0      142.93.239.222:36872 142.93.239.222:443         
0      0      142.93.239.222:35446 142.93.239.222:443         
0      0      142.93.239.222:36112 142.93.239.222:443         
0      0      142.93.239.222:36720 142.93.239.222:443         
0      0      142.93.239.222:35216 142.93.239.222:443         
0      0      142.93.239.222:35304 142.93.239.222:443         
0      0      142.93.239.222:33758 142.93.239.222:443         
0      0      142.93.239.222:35522 142.93.239.222:443         
0      0      142.93.239.222:33922 142.93.239.222:443         
0      0      142.93.239.222:35042 142.93.239.222:443         
0      0      142.93.239.222:36792 142.93.239.222:443         
0      0      142.93.239.222:37068 142.93.239.222:443         
0      0      142.93.239.222:33336 142.93.239.222:443         
0      0      142.93.239.222:36072 142.93.239.222:443         
0      0      142.93.239.222:35370 142.93.239.222:443         
0      0      142.93.239.222:37886 142.93.239.222:443         
0      0      142.93.239.222:33622 142.93.239.222:443         
0      0      142.93.239.222:33360 142.93.239.222:443         
0      0      142.93.239.222:36696 142.93.239.222:443         
0      0      142.93.239.222:39054 142.93.239.222:443         
0      0      142.93.239.222:36422 142.93.239.222:443         
0      0      142.93.239.222:33406 142.93.239.222:443         
0      0      142.93.239.222:40118 142.93.239.222:443         
0      0      142.93.239.222:39388 142.93.239.222:443         
0      0      142.93.239.222:34136 142.93.239.222:443         
0      0      142.93.239.222:34740 142.93.239.222:443         
0      0      142.93.239.222:35460 142.93.239.222:443         
0      0           10.42.0.1:56798    10.42.0.245:8181        
0      0      142.93.239.222:36858 142.93.239.222:443         
0      0      142.93.239.222:38792 142.93.239.222:443         
0      0      142.93.239.222:37796 142.93.239.222:443         
0      0      142.93.239.222:39598 142.93.239.222:443         
0      0      142.93.239.222:33688 142.93.239.222:443         
0      0           10.42.0.1:32790    10.42.0.246:7472        
0      0      142.93.239.222:37468 142.93.239.222:443         
0      0      142.93.239.222:37836 142.93.239.222:443         
0      0      142.93.239.222:35836 142.93.239.222:443         
0      0      142.93.239.222:38986 142.93.239.222:443         
0      0      142.93.239.222:33774 142.93.239.222:443         
0      0      142.93.239.222:36812 142.93.239.222:443         
0      0      142.93.239.222:39588 142.93.239.222:443         
0      0      142.93.239.222:34688 142.93.239.222:443         
0      0      142.93.239.222:37518 142.93.239.222:443         
0      0      142.93.239.222:39958 142.93.239.222:443         
0      0      142.93.239.222:39676 142.93.239.222:443         
0      0      142.93.239.222:37282 142.93.239.222:443         
0      0      142.93.239.222:37322 142.93.239.222:443         
0      0      142.93.239.222:37516 142.93.239.222:443         
0      0      142.93.239.222:34182 142.93.239.222:443         
0      0      142.93.239.222:38604 142.93.239.222:443         
0      0      142.93.239.222:33430 142.93.239.222:443         
0      0      142.93.239.222:33714 142.93.239.222:443         
0      0      142.93.239.222:39302 142.93.239.222:443         
0      0      142.93.239.222:34690 142.93.239.222:443         
0      0      142.93.239.222:33896 142.93.239.222:443         
0      0      142.93.239.222:39768 142.93.239.222:443         
0      0      142.93.239.222:37808 142.93.239.222:443         
0      0      142.93.239.222:36176 142.93.239.222:443         
0      0      142.93.239.222:37924 142.93.239.222:443         
0      0      142.93.239.222:38666 142.93.239.222:443         
0      0      142.93.239.222:35384 142.93.239.222:443         
0      0      142.93.239.222:37126 142.93.239.222:443         
0      0      142.93.239.222:37378 142.93.239.222:443         
0      0      142.93.239.222:35416 142.93.239.222:443         
0      0      142.93.239.222:36278 142.93.239.222:443         
0      0      142.93.239.222:36682 142.93.239.222:443         
0      0      142.93.239.222:35686 142.93.239.222:443         
0      0      142.93.239.222:40374 142.93.239.222:443         
0      0      142.93.239.222:33826 142.93.239.222:443         
0      0      142.93.239.222:33906 142.93.239.222:443         
0      0      142.93.239.222:35100 142.93.239.222:443         
0      0      142.93.239.222:36196 142.93.239.222:443         
0      0      142.93.239.222:36446 142.93.239.222:443         
0      0      142.93.239.222:38808 142.93.239.222:443         
0      0      142.93.239.222:36178 142.93.239.222:443         
0      0      142.93.239.222:39268 142.93.239.222:443         
0      0      142.93.239.222:39812 142.93.239.222:443         
0      0      142.93.239.222:33914 142.93.239.222:443         
0      0      142.93.239.222:36058 142.93.239.222:443         
0      0      142.93.239.222:35964 142.93.239.222:443         
0      0      142.93.239.222:35036 142.93.239.222:443         
0      0      142.93.239.222:37484 142.93.239.222:443         
0      0      142.93.239.222:35428 142.93.239.222:443         
0      0      142.93.239.222:37238 142.93.239.222:443         
0      0      142.93.239.222:35610 142.93.239.222:443         
0      0      142.93.239.222:33590 142.93.239.222:443         
0      0      142.93.239.222:37414 142.93.239.222:443         
0      0      142.93.239.222:37472 142.93.239.222:443         
0      0      142.93.239.222:39538 142.93.239.222:443         
0      0      142.93.239.222:39828 142.93.239.222:443         
0      0      142.93.239.222:36564 142.93.239.222:443         
0      0      142.93.239.222:36206 142.93.239.222:443         
0      0      142.93.239.222:40022 142.93.239.222:443         
0      0      142.93.239.222:39500 142.93.239.222:443         
0      0      142.93.239.222:34008 142.93.239.222:443         
0      0      142.93.239.222:35678 142.93.239.222:443         
0      0      142.93.239.222:37794 142.93.239.222:443         
0      0      142.93.239.222:37554 142.93.239.222:443         
0      0      142.93.239.222:36704 142.93.239.222:443         
0      0      142.93.239.222:37224 142.93.239.222:443         
0      0      142.93.239.222:33660 142.93.239.222:443         
0      0      142.93.239.222:34040 142.93.239.222:443         
0      0      142.93.239.222:36390 142.93.239.222:443         
0      0      142.93.239.222:36908 142.93.239.222:443         
0      0      142.93.239.222:34544 142.93.239.222:443         
0      0      142.93.239.222:36824 142.93.239.222:443         
0      0      142.93.239.222:33804 142.93.239.222:443         
0      0      142.93.239.222:36686 142.93.239.222:443         
0      0      142.93.239.222:36334 142.93.239.222:443         
0      0      142.93.239.222:37034 142.93.239.222:443         
0      0      142.93.239.222:33674 142.93.239.222:443         
0      0      142.93.239.222:35356 142.93.239.222:443         
0      0      142.93.239.222:33554 142.93.239.222:443         
0      0      142.93.239.222:39974 142.93.239.222:443         
0      0      142.93.239.222:35204 142.93.239.222:443         
0      0      142.93.239.222:33496 142.93.239.222:443         
0      0      142.93.239.222:35504 142.93.239.222:443         
0      0      142.93.239.222:35420 142.93.239.222:443         
0      0      142.93.239.222:40496 142.93.239.222:443         
0      0      142.93.239.222:34704 142.93.239.222:443         
0      0      142.93.239.222:35702 142.93.239.222:443         
0      0      142.93.239.222:34562 142.93.239.222:443         
0      0      142.93.239.222:33328 142.93.239.222:443         
0      0      142.93.239.222:33682 142.93.239.222:443         
0      0      142.93.239.222:33418 142.93.239.222:443         
0      0      142.93.239.222:34128 142.93.239.222:443         
0      0      142.93.239.222:34086 142.93.239.222:443         
0      0      142.93.239.222:33846 142.93.239.222:443         
0      0      142.93.239.222:39626 142.93.239.222:443         
0      0      142.93.239.222:37412 142.93.239.222:443         
0      0      142.93.239.222:34014 142.93.239.222:443         
0      0      142.93.239.222:37532 142.93.239.222:443         
0      0      142.93.239.222:38498 142.93.239.222:443         
0      0      142.93.239.222:34518 142.93.239.222:443         
0      0      142.93.239.222:38518 142.93.239.222:443         
0      0      142.93.239.222:33466 142.93.239.222:443         
0      0      142.93.239.222:35404 142.93.239.222:443         
0      0      142.93.239.222:36484 142.93.239.222:443         
0      0      142.93.239.222:37028 142.93.239.222:443         
0      0      142.93.239.222:34712 142.93.239.222:443         
0      0      142.93.239.222:40068 142.93.239.222:443         
0      0      142.93.239.222:38028 142.93.239.222:443         
0      0      142.93.239.222:35982 142.93.239.222:443         
0      0      142.93.239.222:33520 142.93.239.222:443         
0      0      142.93.239.222:36410 142.93.239.222:443         
0      0      142.93.239.222:36100 142.93.239.222:443         
0      0      142.93.239.222:38446 142.93.239.222:443         
0      0      142.93.239.222:39418 142.93.239.222:443         
0      0      142.93.239.222:37866 142.93.239.222:443         
0      0      142.93.239.222:37420 142.93.239.222:443         
0      0      142.93.239.222:33596 142.93.239.222:443         
0      0      142.93.239.222:33410 142.93.239.222:443         
0      0      142.93.239.222:37538 142.93.239.222:443         
0      0      142.93.239.222:33958 142.93.239.222:443         
0      0      142.93.239.222:33784 142.93.239.222:443         
0      0      142.93.239.222:34146 142.93.239.222:443         
0      0      142.93.239.222:37850 142.93.239.222:443         
0      0      142.93.239.222:36868 142.93.239.222:443         
0      0      142.93.239.222:36718 142.93.239.222:443         
0      0      142.93.239.222:36530 142.93.239.222:443         
0      0      142.93.239.222:36008 142.93.239.222:443         
0      0      142.93.239.222:36710 142.93.239.222:443         
0      0      142.93.239.222:36030 142.93.239.222:443         
0      0      142.93.239.222:37256 142.93.239.222:443         
0      0      142.93.239.222:39120 142.93.239.222:443         
0      0      142.93.239.222:33938 142.93.239.222:443         
0      0      142.93.239.222:33832 142.93.239.222:443         
0      0      142.93.239.222:36264 142.93.239.222:443         
0      0      142.93.239.222:35128 142.93.239.222:443         
0      0      142.93.239.222:36912 142.93.239.222:443         
0      0      142.93.239.222:37854 142.93.239.222:443         
0      0      142.93.239.222:36466 142.93.239.222:443         
0      0      142.93.239.222:36270 142.93.239.222:443         
0      0      142.93.239.222:36296 142.93.239.222:443         
0      0      142.93.239.222:36144 142.93.239.222:443         
0      0      142.93.239.222:38576 142.93.239.222:443         
0      0      142.93.239.222:37252 142.93.239.222:443         
0      0      142.93.239.222:33830 142.93.239.222:443         
0      0      142.93.239.222:36262 142.93.239.222:443         
0      0      142.93.239.222:34000 142.93.239.222:443         
0      0      142.93.239.222:35600 142.93.239.222:443         
0      0      142.93.239.222:39046 142.93.239.222:443         
0      0      142.93.239.222:34016 142.93.239.222:443         
0      0      142.93.239.222:33358 142.93.239.222:443         
0      0      142.93.239.222:33536 142.93.239.222:443         
0      0      142.93.239.222:35516 142.93.239.222:443         
0      0      142.93.239.222:34024 142.93.239.222:443         
0      0      142.93.239.222:36170 142.93.239.222:443         
0      0      142.93.239.222:35274 142.93.239.222:443         
0      0      142.93.239.222:35542 142.93.239.222:443         
0      0      142.93.239.222:37054 142.93.239.222:443         
0      0      142.93.239.222:34018 142.93.239.222:443         
0      0      142.93.239.222:36690 142.93.239.222:443         
0      0      142.93.239.222:37948 142.93.239.222:443         
0      0      142.93.239.222:37482 142.93.239.222:443         
0      0      142.93.239.222:35470 142.93.239.222:443         
0      0      142.93.239.222:37492 142.93.239.222:443         
0      0      142.93.239.222:34088 142.93.239.222:443         
0      0      142.93.239.222:33534 142.93.239.222:443         
0      0      142.93.239.222:37436 142.93.239.222:443         
0      0      142.93.239.222:37940 142.93.239.222:443         
0      0      142.93.239.222:37334 142.93.239.222:443         
0      0      142.93.239.222:40282 142.93.239.222:443         
0      0      142.93.239.222:35620 142.93.239.222:443         
0      0      142.93.239.222:36280 142.93.239.222:443         
0      0      142.93.239.222:40020 142.93.239.222:443         
0      0      142.93.239.222:36770 142.93.239.222:443         
0      0      142.93.239.222:34158 142.93.239.222:443         
0      0      142.93.239.222:33344 142.93.239.222:443         
0      0      142.93.239.222:33856 142.93.239.222:443         
0      0      142.93.239.222:36348 142.93.239.222:443         
0      0      142.93.239.222:35958 142.93.239.222:443         
0      0      142.93.239.222:35230 142.93.239.222:443         
0      0      142.93.239.222:39072 142.93.239.222:443         
0      0      142.93.239.222:34186 142.93.239.222:443         
0      0      142.93.239.222:35462 142.93.239.222:443         
0      0      142.93.239.222:36678 142.93.239.222:443         
0      0      142.93.239.222:34054 142.93.239.222:443         
0      0      142.93.239.222:37806 142.93.239.222:443         
0      0      142.93.239.222:35452 142.93.239.222:443         
0      0      142.93.239.222:40546 142.93.239.222:443         
0      0      142.93.239.222:33722 142.93.239.222:443         
0      0      142.93.239.222:36668 142.93.239.222:443         
0      0      142.93.239.222:38470 142.93.239.222:443         
0      0      142.93.239.222:35898 142.93.239.222:443         
0      0      142.93.239.222:36210 142.93.239.222:443         
0      0      142.93.239.222:37798 142.93.239.222:443         
0      0      142.93.239.222:37456 142.93.239.222:443         
0      0      142.93.239.222:36094 142.93.239.222:443         
0      0      142.93.239.222:34686 142.93.239.222:443         
0      0      142.93.239.222:34764 142.93.239.222:443         
0      0      142.93.239.222:40262 142.93.239.222:443         
0      0      142.93.239.222:35868 142.93.239.222:443         
0      0      142.93.239.222:38026 142.93.239.222:443         
0      0      142.93.239.222:36910 142.93.239.222:443         
0      0      142.93.239.222:40274 142.93.239.222:443         
0      0      142.93.239.222:39486 142.93.239.222:443         
0      0      142.93.239.222:36788 142.93.239.222:443         
0      0           10.42.0.1:56172    10.42.0.244:10254       
0      0      142.93.239.222:37348 142.93.239.222:443         
0      0      142.93.239.222:37900 142.93.239.222:443         
0      0      142.93.239.222:37370 142.93.239.222:443         
0      0      142.93.239.222:33732 142.93.239.222:443         
0      0      142.93.239.222:40966 142.93.239.222:443         
0      0      142.93.239.222:33982 142.93.239.222:443         
0      0      142.93.239.222:37036 142.93.239.222:443         
0      0      142.93.239.222:33812 142.93.239.222:443         
0      0      142.93.239.222:39968 142.93.239.222:443         
0      0      142.93.239.222:34558 142.93.239.222:443         
0      0      142.93.239.222:33634 142.93.239.222:443         
0      0      142.93.239.222:36162 142.93.239.222:443         
0      0      142.93.239.222:34084 142.93.239.222:443         
0      0      142.93.239.222:36240 142.93.239.222:443         
0      0      142.93.239.222:37812 142.93.239.222:443         
0      0      142.93.239.222:34492 142.93.239.222:443         
0      0      142.93.239.222:40092 142.93.239.222:443         
0      0      142.93.239.222:35418 142.93.239.222:443         
0      0      142.93.239.222:37012 142.93.239.222:443         
0      0      142.93.239.222:37014 142.93.239.222:443         
0      0      142.93.239.222:35318 142.93.239.222:443         
0      0      142.93.239.222:34782 142.93.239.222:443         
0      0      142.93.239.222:37568 142.93.239.222:443         
0      0      142.93.239.222:33456 142.93.239.222:443         
0      0      142.93.239.222:35154 142.93.239.222:443         
0      0           10.42.0.1:46458    10.42.0.248:8080        
0      0      142.93.239.222:39022 142.93.239.222:443         
0      0      142.93.239.222:35876 142.93.239.222:443         
0      0      142.93.239.222:39000 142.93.239.222:443         
0      0      142.93.239.222:34508 142.93.239.222:443         
0      0      142.93.239.222:33868 142.93.239.222:443         
0      0      142.93.239.222:36362 142.93.239.222:443         
0      0      142.93.239.222:33504 142.93.239.222:443         
0      0      142.93.239.222:38662 142.93.239.222:443         
0      0      142.93.239.222:39798 142.93.239.222:443         
0      0      142.93.239.222:35888 142.93.239.222:443         
0      0      142.93.239.222:35450 142.93.239.222:443         
0      0      142.93.239.222:35598 142.93.239.222:443         
0      0      142.93.239.222:35110 142.93.239.222:443         
0      0      142.93.239.222:33402 142.93.239.222:443         
0      0      142.93.239.222:33952 142.93.239.222:443         
0      0      142.93.239.222:37358 142.93.239.222:443         
0      0      142.93.239.222:35390 142.93.239.222:443         
0      0           10.42.0.1:56776    10.42.0.245:8181        
0      0      142.93.239.222:33412 142.93.239.222:443         
0      0      142.93.239.222:37008 142.93.239.222:443         
0      0      142.93.239.222:39692 142.93.239.222:443         
0      0      142.93.239.222:36892 142.93.239.222:443         
0      0      142.93.239.222:37824 142.93.239.222:443         
0      0      142.93.239.222:36996 142.93.239.222:443         
